timestamp,glucose_mg_dL
2025-01-02T06:55:00,296.3
2025-01-02T07:00:00,282.2
2025-01-02T07:05:00,270.5
2025-01-02T07:10:00,289.1
2025-01-02T07:15:00,272.4
2025-01-02T07:20:00,281.3
2025-01-02T07:25:00,290.7
2025-01-02T07:30:00,294.1
2025-01-02T07:35:00,284.0
2025-01-02T07:40:00,284.1
2025-01-02T07:45:00,285.9
2025-01-02T07:50:00,293.6
2025-01-02T07:55:00,269.9
2025-01-02T08:00:00,294.3
2025-01-02T08:05:00,275.8
2025-01-02T08:10:00,268.9
2025-01-02T08:15:00,287.7
2025-01-02T08:20:00,275.5
2025-01-02T08:25:00,280.8
2025-01-02T08:30:00,295.3
2025-01-02T08:35:00,280.4
2025-01-02T08:40:00,279.7
2025-01-02T08:45:00,284.5
2025-01-02T08:50:00,279.6
2025-01-02T08:55:00,285.3
2025-01-02T09:00:00,273.2
2025-01-02T09:05:00,280.5
2025-01-02T09:10:00,276.4
2025-01-02T09:15:00,291.3
2025-01-02T09:20:00,272.5
2025-01-02T09:25:00,279.6
2025-01-02T09:30:00,275.6
2025-01-02T09:35:00,275.4
2025-01-02T09:40:00,287.9
2025-01-02T09:45:00,286.6
2025-01-02T09:50:00,278.7
2025-01-02T09:55:00,252.0
2025-01-02T10:00:00,275.6
2025-01-02T10:05:00,279.5
2025-01-02T10:10:00,275.3
2025-01-02T10:15:00,277.4
2025-01-02T10:20:00,274.4
2025-01-02T10:25:00,286.8
2025-01-02T10:30:00,280.4
2025-01-02T10:35:00,280.9
2025-01-02T10:40:00,287.2
2025-01-02T10:45:00,276.4
2025-01-02T10:50:00,265.5
2025-01-02T10:55:00,280.9
2025-01-02T11:00:00,263.3
2025-01-02T11:05:00,276.8
2025-01-02T11:10:00,282.4
2025-01-02T11:15:00,269.9
2025-01-02T11:20:00,276.7
2025-01-02T11:25:00,293.7
2025-01-02T11:30:00,270.5
2025-01-02T11:35:00,279.8
2025-01-02T11:40:00,272.5
2025-01-02T11:45:00,297.8
2025-01-02T11:50:00,286.3
2025-01-02T11:55:00,269.4
2025-01-02T12:00:00,281.8
2025-01-02T12:05:00,267.0
2025-01-02T12:10:00,290.9
2025-01-02T12:15:00,266.7
2025-01-02T12:20:00,283.6
2025-01-02T12:25:00,287.1
2025-01-02T12:30:00,273.7
2025-01-02T12:35:00,290.2
2025-01-02T12:40:00,274.9
2025-01-02T12:45:00,300.7
2025-01-02T12:50:00,286.8
2025-01-02T12:55:00,287.0
2025-01-02T13:00:00,275.0
2025-01-02T13:05:00,288.0
2025-01-02T13:10:00,278.1
2025-01-02T13:15:00,287.6
2025-01-02T13:20:00,277.6
2025-01-02T13:25:00,281.9
2025-01-02T13:30:00,297.4
2025-01-02T13:35:00,295.3
2025-01-02T13:40:00,274.5
2025-01-02T13:45:00,270.0
2025-01-02T13:50:00,270.4
2025-01-02T13:55:00,282.5
2025-01-02T14:00:00,283.1
2025-01-02T14:05:00,268.2
2025-01-02T14:10:00,272.2
2025-01-02T14:15:00,272.3
2025-01-02T14:20:00,284.8
2025-01-02T14:25:00,276.7
2025-01-02T14:30:00,278.1
2025-01-02T14:35:00,274.7
2025-01-02T14:40:00,276.5
2025-01-02T14:45:00,268.1
2025-01-02T14:50:00,263.4
2025-01-02T14:55:00,268.1
2025-01-02T15:00:00,271.3
2025-01-02T15:05:00,277.7
2025-01-02T15:10:00,264.2
2025-01-02T15:15:00,265.2
2025-01-02T15:20:00,280.5
2025-01-02T15:25:00,267.6
2025-01-02T15:30:00,269.1
2025-01-02T15:35:00,275.0
2025-01-02T15:40:00,263.7
2025-01-02T15:45:00,278.1
2025-01-02T15:50:00,269.0
2025-01-02T15:55:00,283.0
2025-01-02T16:00:00,272.7
2025-01-02T16:05:00,283.0
2025-01-02T16:10:00,267.1
2025-01-02T16:15:00,270.6
2025-01-02T16:20:00,286.0
2025-01-02T16:25:00,280.6
2025-01-02T16:30:00,276.0
2025-01-02T16:35:00,264.9
2025-01-02T16:40:00,264.4
2025-01-02T16:45:00,277.0
2025-01-02T16:50:00,269.0
2025-01-02T16:55:00,269.2
2025-01-02T17:00:00,280.4
2025-01-02T17:05:00,280.2
2025-01-02T17:10:00,274.9
2025-01-02T17:15:00,264.1
2025-01-02T17:20:00,277.0
2025-01-02T17:25:00,284.8
2025-01-02T17:30:00,264.0
2025-01-02T17:35:00,262.8
2025-01-02T17:40:00,270.6
2025-01-02T17:45:00,296.8
2025-01-02T17:50:00,289.7
2025-01-02T17:55:00,283.1
2025-01-02T18:00:00,290.1
2025-01-02T18:05:00,289.1
2025-01-02T18:10:00,275.7
2025-01-02T18:15:00,287.6
2025-01-02T18:20:00,276.5
2025-01-02T18:25:00,277.2
2025-01-02T18:30:00,289.5
2025-01-02T18:35:00,275.6
2025-01-02T18:40:00,294.0
2025-01-02T18:45:00,271.8
2025-01-02T18:50:00,282.8
2025-01-02T18:55:00,299.4
2025-01-02T19:00:00,283.4
2025-01-02T19:05:00,282.3
2025-01-02T19:10:00,296.3
2025-01-02T19:15:00,281.4
2025-01-02T19:20:00,298.5
2025-01-02T19:25:00,282.5
2025-01-02T19:30:00,273.3
2025-01-02T19:35:00,283.8
2025-01-02T19:40:00,295.3
2025-01-02T19:45:00,305.4
2025-01-02T19:50:00,295.1
2025-01-02T19:55:00,296.0
2025-01-02T20:00:00,285.2
2025-01-02T20:05:00,276.0
2025-01-02T20:10:00,280.8
2025-01-02T20:15:00,284.2
2025-01-02T20:20:00,287.0
2025-01-02T20:25:00,284.5
2025-01-02T20:30:00,279.1
2025-01-02T20:35:00,289.8
2025-01-02T20:40:00,276.4
2025-01-02T20:45:00,277.2
2025-01-02T20:50:00,273.4
2025-01-02T20:55:00,283.1
2025-01-02T21:00:00,274.1
2025-01-02T21:05:00,274.6
2025-01-02T21:10:00,262.6
2025-01-02T21:15:00,269.3
2025-01-02T21:20:00,272.9
2025-01-02T21:25:00,268.9
2025-01-02T21:30:00,257.4
2025-01-02T21:35:00,271.2
2025-01-02T21:40:00,253.4
2025-01-02T21:45:00,275.4
2025-01-02T21:50:00,254.6
2025-01-02T21:55:00,259.8
2025-01-02T22:00:00,275.3
2025-01-02T22:05:00,265.8
2025-01-02T22:10:00,254.4
2025-01-02T22:15:00,240.0
2025-01-02T22:20:00,248.2
2025-01-02T22:25:00,257.7
2025-01-02T22:30:00,258.0
2025-01-02T22:35:00,246.7
2025-01-02T22:40:00,243.5
2025-01-02T22:45:00,256.1
2025-01-02T22:50:00,237.9
2025-01-02T22:55:00,245.0
2025-01-02T23:00:00,240.4
2025-01-02T23:05:00,234.7
2025-01-02T23:10:00,223.1
2025-01-02T23:15:00,225.1
2025-01-02T23:20:00,241.3
2025-01-02T23:25:00,223.8
2025-01-02T23:30:00,226.3
2025-01-02T23:35:00,223.4
2025-01-02T23:40:00,221.9
2025-01-02T23:45:00,236.7
2025-01-02T23:50:00,206.4
2025-01-02T23:55:00,222.4
