timestamp,glucose_mg_dL
2025-01-01T15:55:00,185.5
2025-01-01T16:00:00,207.9
2025-01-01T16:05:00,188.3
2025-01-01T16:10:00,195.6
2025-01-01T16:15:00,195.2
2025-01-01T16:20:00,191.6
2025-01-01T16:25:00,199.1
2025-01-01T16:30:00,188.2
2025-01-01T16:35:00,179.0
2025-01-01T16:40:00,199.4
2025-01-01T16:45:00,184.9
2025-01-01T16:50:00,188.0
2025-01-01T16:55:00,199.5
2025-01-01T17:00:00,198.2
2025-01-01T17:05:00,181.7
2025-01-01T17:10:00,182.5
2025-01-01T17:15:00,198.6
2025-01-01T17:20:00,188.4
2025-01-01T17:25:00,184.6
2025-01-01T17:30:00,194.6
2025-01-01T17:35:00,190.9
2025-01-01T17:40:00,171.9
2025-01-01T17:45:00,180.6
2025-01-01T17:50:00,188.0
2025-01-01T17:55:00,172.8
2025-01-01T18:00:00,189.8
2025-01-01T18:05:00,201.0
2025-01-01T18:10:00,178.2
2025-01-01T18:15:00,194.1
2025-01-01T18:20:00,184.6
2025-01-01T18:25:00,203.6
2025-01-01T18:30:00,184.6
2025-01-01T18:35:00,185.7
2025-01-01T18:40:00,181.7
2025-01-01T18:45:00,179.6
2025-01-01T18:50:00,183.9
2025-01-01T18:55:00,175.3
2025-01-01T19:00:00,166.2
2025-01-01T19:05:00,172.0
2025-01-01T19:10:00,174.5
2025-01-01T19:15:00,171.7
2025-01-01T19:20:00,175.0
2025-01-01T19:25:00,182.8
2025-01-01T19:30:00,175.8
2025-01-01T19:35:00,188.0
2025-01-01T19:40:00,195.3
2025-01-01T19:45:00,182.1
2025-01-01T19:50:00,183.5
2025-01-01T19:55:00,181.1
2025-01-01T20:00:00,164.0
2025-01-01T20:05:00,174.7
2025-01-01T20:10:00,171.0
2025-01-01T20:15:00,182.8
2025-01-01T20:20:00,187.6
2025-01-01T20:25:00,187.0
2025-01-01T20:30:00,171.8
2025-01-01T20:35:00,183.2
2025-01-01T20:40:00,184.7
2025-01-01T20:45:00,175.4
2025-01-01T20:50:00,173.2
2025-01-01T20:55:00,168.9
2025-01-01T21:00:00,166.5
2025-01-01T21:05:00,175.5
2025-01-01T21:10:00,164.0
2025-01-01T21:15:00,166.2
2025-01-01T21:20:00,184.2
2025-01-01T21:25:00,171.6
2025-01-01T21:30:00,166.1
2025-01-01T21:35:00,177.2
2025-01-01T21:40:00,168.4
2025-01-01T21:45:00,165.2
2025-01-01T21:50:00,167.5
2025-01-01T21:55:00,167.1
2025-01-01T22:00:00,160.3
2025-01-01T22:05:00,165.1
2025-01-01T22:10:00,168.2
2025-01-01T22:15:00,166.4
2025-01-01T22:20:00,160.6
2025-01-01T22:25:00,174.0
2025-01-01T22:30:00,162.6
2025-01-01T22:35:00,154.7
2025-01-01T22:40:00,168.9
2025-01-01T22:45:00,147.8
2025-01-01T22:50:00,164.9
2025-01-01T22:55:00,161.7
2025-01-01T23:00:00,158.3
2025-01-01T23:05:00,168.4
2025-01-01T23:10:00,160.5
2025-01-01T23:15:00,150.7
2025-01-01T23:20:00,160.2
2025-01-01T23:25:00,169.7
2025-01-01T23:30:00,164.5
2025-01-01T23:35:00,151.6
2025-01-01T23:40:00,149.1
2025-01-01T23:45:00,170.3
2025-01-01T23:50:00,152.3
2025-01-01T23:55:00,162.7
