timestamp,glucose_mg_dL
2025-01-05T08:50:00,140.5
2025-01-05T08:55:00,137.8
2025-01-05T09:00:00,138.2
2025-01-05T09:05:00,129.9
2025-01-05T09:10:00,133.8
2025-01-05T09:15:00,147.2
2025-01-05T09:20:00,136.5
2025-01-05T09:25:00,135.1
2025-01-05T09:30:00,132.5
2025-01-05T09:35:00,137.1
2025-01-05T09:40:00,137.4
2025-01-05T09:45:00,127.0
2025-01-05T09:50:00,132.1
2025-01-05T09:55:00,134.5
2025-01-05T10:00:00,132.7
2025-01-05T10:05:00,133.5
2025-01-05T10:10:00,127.8
2025-01-05T10:15:00,135.4
2025-01-05T10:20:00,140.5
2025-01-05T10:25:00,137.3
2025-01-05T10:30:00,143.9
2025-01-05T10:35:00,132.3
2025-01-05T10:40:00,133.4
2025-01-05T10:45:00,135.3
2025-01-05T10:50:00,140.6
2025-01-05T10:55:00,125.8
2025-01-05T11:00:00,103.8
2025-01-05T11:05:00,96.7
2025-01-05T11:10:00,105.8
2025-01-05T11:15:00,108.2
2025-01-05T11:20:00,100.8
2025-01-05T11:25:00,107.6
2025-01-05T11:30:00,103.3
2025-01-05T11:35:00,105.9
2025-01-05T11:40:00,106.2
2025-01-05T11:45:00,104.5
2025-01-05T11:50:00,99.9
2025-01-05T11:55:00,110.9
2025-01-05T12:00:00,124.3
2025-01-05T12:05:00,130.9
2025-01-05T12:10:00,133.9
2025-01-05T12:15:00,128.2
2025-01-05T12:20:00,139.4
2025-01-05T12:25:00,140.1
2025-01-05T12:30:00,128.4
2025-01-05T12:35:00,125.5
2025-01-05T12:40:00,130.9
2025-01-05T12:45:00,143.5
2025-01-05T12:50:00,126.3
2025-01-05T12:55:00,142.0
2025-01-05T13:00:00,136.8
2025-01-05T13:05:00,137.0
2025-01-05T13:10:00,132.6
2025-01-05T13:15:00,138.0
2025-01-05T13:20:00,121.3
2025-01-05T13:25:00,137.1
2025-01-05T13:30:00,135.1
2025-01-05T13:35:00,133.8
2025-01-05T13:40:00,138.5
2025-01-05T13:45:00,129.0
2025-01-05T13:50:00,139.3
2025-01-05T13:55:00,129.1
2025-01-05T14:00:00,129.9
2025-01-05T14:05:00,137.7
2025-01-05T14:10:00,134.4
2025-01-05T14:15:00,131.7
2025-01-05T14:20:00,127.2
2025-01-05T14:25:00,126.9
2025-01-05T14:30:00,133.7
2025-01-05T14:35:00,133.3
2025-01-05T14:40:00,132.9
2025-01-05T14:45:00,130.1
2025-01-05T14:50:00,125.3
2025-01-05T14:55:00,138.9
2025-01-05T15:00:00,125.8
2025-01-05T15:05:00,140.4
2025-01-05T15:10:00,127.7
2025-01-05T15:15:00,122.3
2025-01-05T15:20:00,126.4
2025-01-05T15:25:00,128.8
2025-01-05T15:30:00,128.6
2025-01-05T15:35:00,134.3
2025-01-05T15:40:00,130.0
2025-01-05T15:45:00,128.9
2025-01-05T15:50:00,132.9
2025-01-05T15:55:00,129.8
2025-01-05T16:00:00,99.6
2025-01-05T16:05:00,94.0
2025-01-05T16:10:00,93.3
2025-01-05T16:15:00,96.7
2025-01-05T16:20:00,88.5
2025-01-05T16:25:00,92.2
2025-01-05T16:30:00,101.0
2025-01-05T16:35:00,89.4
2025-01-05T16:40:00,92.7
2025-01-05T16:45:00,102.9
2025-01-05T16:50:00,94.4
2025-01-05T16:55:00,98.2
2025-01-05T17:00:00,127.7
2025-01-05T17:05:00,120.8
2025-01-05T17:10:00,125.4
2025-01-05T17:15:00,130.9
2025-01-05T17:20:00,130.3
2025-01-05T17:25:00,126.6
2025-01-05T17:30:00,131.7
2025-01-05T17:35:00,127.6
2025-01-05T17:40:00,125.2
2025-01-05T17:45:00,123.5
2025-01-05T17:50:00,129.8
2025-01-05T17:55:00,119.5
2025-01-05T18:00:00,135.9
2025-01-05T18:05:00,126.0
2025-01-05T18:10:00,132.7
2025-01-05T18:15:00,126.1
2025-01-05T18:20:00,134.0
2025-01-05T18:25:00,138.5
2025-01-05T18:30:00,127.8
2025-01-05T18:35:00,139.4
2025-01-05T18:40:00,113.3
2025-01-05T18:45:00,130.3
2025-01-05T18:50:00,132.4
2025-01-05T18:55:00,135.9
2025-01-05T19:00:00,124.7
2025-01-05T19:05:00,121.5
2025-01-05T19:10:00,129.4
2025-01-05T19:15:00,125.6
2025-01-05T19:20:00,122.3
2025-01-05T19:25:00,129.9
2025-01-05T19:30:00,130.3
2025-01-05T19:35:00,122.3
2025-01-05T19:40:00,114.9
2025-01-05T19:45:00,118.7
2025-01-05T19:50:00,122.6
2025-01-05T19:55:00,132.5
2025-01-05T20:00:00,128.6
2025-01-05T20:05:00,121.6
2025-01-05T20:10:00,124.9
2025-01-05T20:15:00,123.1
2025-01-05T20:20:00,132.6
2025-01-05T20:25:00,118.1
2025-01-05T20:30:00,119.9
2025-01-05T20:35:00,121.8
2025-01-05T20:40:00,116.8
2025-01-05T20:45:00,123.8
2025-01-05T20:50:00,111.8
2025-01-05T20:55:00,116.6
2025-01-05T21:00:00,123.8
2025-01-05T21:05:00,120.7
2025-01-05T21:10:00,119.5
2025-01-05T21:15:00,119.4
2025-01-05T21:20:00,121.2
2025-01-05T21:25:00,113.2
2025-01-05T21:30:00,114.3
2025-01-05T21:35:00,119.2
2025-01-05T21:40:00,101.7
2025-01-05T21:45:00,110.2
2025-01-05T21:50:00,121.6
2025-01-05T21:55:00,123.4
2025-01-05T22:00:00,116.4
2025-01-05T22:05:00,110.1
2025-01-05T22:10:00,115.4
2025-01-05T22:15:00,117.0
2025-01-05T22:20:00,105.8
2025-01-05T22:25:00,113.1
2025-01-05T22:30:00,102.1
2025-01-05T22:35:00,96.3
2025-01-05T22:40:00,111.8
2025-01-05T22:45:00,100.1
2025-01-05T22:50:00,107.7
2025-01-05T22:55:00,114.6
2025-01-05T23:00:00,112.3
2025-01-05T23:05:00,119.0
2025-01-05T23:10:00,109.5
2025-01-05T23:15:00,94.8
2025-01-05T23:20:00,116.5
2025-01-05T23:25:00,103.0
2025-01-05T23:30:00,119.8
2025-01-05T23:35:00,114.3
2025-01-05T23:40:00,112.6
2025-01-05T23:45:00,99.0
2025-01-05T23:50:00,100.6
2025-01-05T23:55:00,104.9
