timestamp,glucose_mg_dL
2025-01-06T19:35:00,209.4
2025-01-06T19:40:00,201.9
2025-01-06T19:45:00,194.1
2025-01-06T19:50:00,202.9
2025-01-06T19:55:00,197.7
2025-01-06T20:00:00,209.8
2025-01-06T20:05:00,205.7
2025-01-06T20:10:00,210.4
2025-01-06T20:15:00,195.2
2025-01-06T20:20:00,210.8
2025-01-06T20:25:00,197.9
2025-01-06T20:30:00,203.0
2025-01-06T20:35:00,208.5
2025-01-06T20:40:00,201.6
2025-01-06T20:45:00,190.7
2025-01-06T20:50:00,192.6
2025-01-06T20:55:00,203.6
2025-01-06T21:00:00,198.8
2025-01-06T21:05:00,199.9
2025-01-06T21:10:00,202.7
2025-01-06T21:15:00,185.4
2025-01-06T21:20:00,195.7
2025-01-06T21:25:00,194.2
2025-01-06T21:30:00,199.5
2025-01-06T21:35:00,191.2
2025-01-06T21:40:00,182.2
2025-01-06T21:45:00,183.6
2025-01-06T21:50:00,200.3
2025-01-06T21:55:00,201.9
2025-01-06T22:00:00,204.4
2025-01-06T22:05:00,195.7
2025-01-06T22:10:00,192.9
2025-01-06T22:15:00,180.3
2025-01-06T22:20:00,191.5
2025-01-06T22:25:00,197.5
2025-01-06T22:30:00,188.5
2025-01-06T22:35:00,182.6
2025-01-06T22:40:00,191.0
2025-01-06T22:45:00,195.3
2025-01-06T22:50:00,202.0
2025-01-06T22:55:00,190.7
2025-01-06T23:00:00,189.0
2025-01-06T23:05:00,181.6
2025-01-06T23:10:00,181.3
2025-01-06T23:15:00,183.6
2025-01-06T23:20:00,181.8
2025-01-06T23:25:00,186.5
2025-01-06T23:30:00,183.5
2025-01-06T23:35:00,188.9
2025-01-06T23:40:00,184.8
2025-01-06T23:45:00,182.6
2025-01-06T23:50:00,180.2
2025-01-06T23:55:00,186.8
